A¤o;RutaCompleta;Aerolinea Nombre;Clase de vuelo;Pax;Asientos_Pax;Vuelos
2016;AEP - NQN;American Jet;Av. Gral Cabotaje;0;4;0,5
2015;AEP - NQN;American Jet;No Regular Cabotaje;10,5;90;3,5
2016;AEP - NQN;American Jet;No Regular Cabotaje;51,5;403;11
2016;AEP - PDP;American Jet;Av. Gral Internacional;7;24;3
2016;AEP - PDP;American Jet;No Regular Internacional;5;8;1
2016;AEP - RES;American Jet;Av. Gral Cabotaje;22;21;0,5
2016;AEP - RES;American Jet;No Regular Cabotaje;68,5;63;3,5
2015;AEP - ROS;American Jet;Av. Gral Cabotaje;8,5;10;0,5
2015;AEP - ROS;American Jet;No Regular Cabotaje;6,5;10;0,5
2016;AEP - ROS;American Jet;No Regular Cabotaje;5;12;1,5
2016;AEP - TUC;American Jet;Av. Gral Cabotaje;36;42;1
2016;AEP - TUC;American Jet;No Regular Cabotaje;37;42;1
2016;AEP - UAQ;American Jet;Av. Gral Cabotaje;9;0;0,5
2016;AEP - UAQ;American Jet;No Regular Cabotaje;98;61;4,5
2016;AEP - VLG;American Jet;Av. Gral Cabotaje;7;0;0,5
2016;AEP - VLG;American Jet;No Regular Cabotaje;11;0;1,5
2016;AFA - FDO;American Jet;No Regular Cabotaje;17;0;1
2016;AFA - LGS;American Jet;No Regular Cabotaje;0;0;0,5
2016;AFA - NQN;American Jet;No Regular Cabotaje;50;194;9
2016;BHI - FDO;American Jet;Av. Gral Cabotaje;0;0;1
2016;BHI - MDQ;American Jet;Av. Gral Cabotaje;5,5;0;0,5
2016;BHI - MDQ;American Jet;No Regular Cabotaje;0;0;0,5
2016;BHI - ROS;American Jet;No Regular Cabotaje;7,5;0;0,5
2015;BRC - CRD;American Jet;Av. Gral Cabotaje;7,5;10;0,5
2015;BRC - CRD;American Jet;No Regular Cabotaje;8;10;0,5
2016;BRC - EZE;American Jet;Av. Gral Cabotaje;0;21;0,5
2016;BRC - EZE;American Jet;No Regular Cabotaje;1;21;0,5
2016;BRC - FDO;American Jet;Av. Gral Cabotaje;14;16;2,5
2016;BRC - FDO;American Jet;No Regular Cabotaje;25,5;8;2,5
2015;BRC - MDZ;American Jet;No Regular Cabotaje;39,5;152;8
2015;BRC - NQN;American Jet;Av. Gral Cabotaje;0;10;0,5
2015;BRC - NQN;American Jet;No Regular Cabotaje;17,5;50;2
2016;BRC - NQN;American Jet;No Regular Cabotaje;0;46;3,5
2015;BRC - PMQ;American Jet;No Regular Cabotaje;11,5;48;2,5
2016;BRC - PMQ;American Jet;No Regular Cabotaje;12;19;1
2016;BRC - SCL;American Jet;No Regular Internacional;21;38;2
2016;CCP - NQN;American Jet;No Regular Internacional;29;57;3
2016;CJC - JUJ;American Jet;No Regular Internacional;13;19;1
2015;CJC - SLA;American Jet;Av. Gral Internacional;10;19;1
2015;CJC - SLA;American Jet;No Regular Internacional;10;38;2
2016;COR - CRD;American Jet;No Regular Cabotaje;0;10;0,5
2015;COR - FDO;American Jet;Av. Gral Cabotaje;9,5;19;1
2016;COR - FDO;American Jet;Av. Gral Cabotaje;1,5;4;0,5
2015;COR - FDO;American Jet;No Regular Cabotaje;31;57;3
2016;COR - FDO;American Jet;No Regular Cabotaje;0;0;3
2016;COR - FMA;American Jet;No Regular Cabotaje;27,5;38;2
2015;COR - MDZ;American Jet;Av. Gral Cabotaje;0;10;0,5
2016;COR - MDZ;American Jet;Av. Gral Cabotaje;1,5;4;0,5
2015;COR - MDZ;American Jet;No Regular Cabotaje;0;76;4
2016;COR - MDZ;American Jet;No Regular Cabotaje;5;86;4,5
2015;COR - NQN;American Jet;Av. Gral Cabotaje;0;19;1
2016;COR - NQN;American Jet;Av. Gral Cabotaje;0;10;0,5
2015;COR - NQN;American Jet;No Regular Cabotaje;13;29;1,5
2016;COR - NQN;American Jet;No Regular Cabotaje;19;48;3,5
2016;COR - ORA;American Jet;No Regular Cabotaje;0,5;10;0,5
2016;COR - REL;American Jet;Av. Gral Cabotaje;9;0;0,5
2016;COR - REL;American Jet;No Regular Cabotaje;9;0;0,5
2016;COR - ROS;American Jet;Av. Gral Cabotaje;18;10;1
2016;COR - ROS;American Jet;No Regular Cabotaje;122;67;7
2016;COR - RSA;American Jet;No Regular Cabotaje;12;0;1
2015;COR - SCL;American Jet;Av. Gral Internacional;16;38;2
2016;COR - SLA;American Jet;Av. Gral Cabotaje;6;0;0,5
2016;COR - SLA;American Jet;No Regular Cabotaje;6;0;0,5
2016;COR - TUC;American Jet;Av. Gral Cabotaje;19;0;1
2015;COR - TUC;American Jet;No Regular Cabotaje;37,5;38;2
2016;COR - TUC;American Jet;No Regular Cabotaje;56;38;3
2015;COR - UAQ;American Jet;Av. Gral Cabotaje;9;10;0,5
2016;COR - UAQ;American Jet;Av. Gral Cabotaje;0;10;0,5
2015;COR - UAQ;American Jet;No Regular Cabotaje;33;48;2,5
2016;COR - UAQ;American Jet;No Regular Cabotaje;40;86;4,5
2015;CPC - EQS;American Jet;No Regular Cabotaje;2;10;0,5
2016;CPC - EQS;American Jet;No Regular Cabotaje;4;7;1
2015;CPC - NQN;American Jet;No Regular Cabotaje;0;4;0,5
2016;CPC - NQN;American Jet;No Regular Cabotaje;0;4;0,5
2015;CPO - UAQ;American Jet;No Regular Internacional;0;19;1
2016;CRD - FDO;American Jet;No Regular Cabotaje;9;14;1
2015;CRD - LHS;American Jet;No Regular Cabotaje;45;75;5,5
2015;CRD - MDZ;American Jet;Av. Gral Cabotaje;6;19;1
2015;CRD - MDZ;American Jet;No Regular Cabotaje;60,5;266;14
2016;CRD - MDZ;American Jet;No Regular Cabotaje;20,5;86;4,5
2015;CRD - NQN;American Jet;Av. Gral Cabotaje;20;38;2
2015;CRD - NQN;American Jet;No Regular Cabotaje;525,5;1033;40
2016;CRD - NQN;American Jet;No Regular Cabotaje;0,5;28;4
2015;CRD - NQN;American Jet;Regular Cabotaje;21;21;0,5
2015;CRD - PMQ;American Jet;Av. Gral Cabotaje;6;29;1,5
2015;CRD - PMQ;American Jet;No Regular Cabotaje;17,5;95;5
2016;CRD - PMQ;American Jet;No Regular Cabotaje;14,5;67;3,5
2015;CRD - REL;American Jet;No Regular Cabotaje;6,5;7;1
2015;CRD - RGA;American Jet;No Regular Cabotaje;43;63;1,5
2016;CRD - RGA;American Jet;No Regular Cabotaje;0;19;1
2016;CRD - RGL;American Jet;No Regular Cabotaje;2,5;8;1
2016;CRD - UAQ;American Jet;No Regular Cabotaje;0;10;0,5
2015;CRD - ULA;American Jet;No Regular Cabotaje;0;14;2
2016;CTC - EZE;American Jet;No Regular Cabotaje;1;0;0,5
2016;CTC - FDO;American Jet;No Regular Cabotaje;6;0;0,5
2015;EMX - MDZ;American Jet;No Regular Cabotaje;3;10;0,5
2015;EMX - PMQ;American Jet;No Regular Cabotaje;3;10;0,5
2016;EQS - EQS;American Jet;No Regular Cabotaje;3;10;0,5
2015;EQS - EZE;American Jet;No Regular Cabotaje;19;38;2
2015;EQS - MDZ;American Jet;Av. Gral Cabotaje;0,5;10;0,5
2015;EQS - MDZ;American Jet;No Regular Cabotaje;356,5;1387;73
2016;EQS - MDZ;American Jet;No Regular Cabotaje;587;1606;86
2016;EQS - NQN;American Jet;Av. Gral Cabotaje;0;10;0,5
2015;EQS - NQN;American Jet;No Regular Cabotaje;9;74;4,5
2016;EQS - NQN;American Jet;No Regular Cabotaje;16;58;4
2015;EQS - PMQ;American Jet;No Regular Cabotaje;155;684;36
2016;EQS - PMQ;American Jet;No Regular Cabotaje;302;865;46,5
2016;EQS - UAQ;American Jet;No Regular Cabotaje;9;19;1
2016;EZE - FDO;American Jet;Av. Gral Cabotaje;0;0;1
2015;EZE - FDO;American Jet;No Regular Cabotaje;0;19;1
2016;EZE - FDO;American Jet;No Regular Cabotaje;0;0;2
2015;EZE - GRU;American Jet;Av. Gral Internacional;7;;1
2015;EZE - MDZ;American Jet;No Regular Cabotaje;0;19;1
2015;EZE - MIA;American Jet;Av. Gral Internacional;5;;1
2015;EZE - NQN;American Jet;Av. Gral Cabotaje;1,5;10;0,5
2015;EZE - NQN;American Jet;No Regular Cabotaje;1,5;29;1,5
2016;EZE - NQN;American Jet;No Regular Cabotaje;0;61;2
2016;EZE - RGA;American Jet;No Regular Cabotaje;0;19;1
2016;EZE - SLA;American Jet;Av. Gral Cabotaje;6;0;0,5
2016;EZE - SLA;American Jet;No Regular Cabotaje;0;0;0,5
2016;EZE - TUC;American Jet;No Regular Cabotaje;12,5;0;1
2015;EZE - VMA;American Jet;Av. Gral Cabotaje;7;10;0,5
2015;EZE - VMA;American Jet;No Regular Cabotaje;0;10;0,5
2015;FDO - FDO;American Jet;Av. Gral Cabotaje;4;16;2
2016;FDO - FDO;American Jet;Av. Gral Cabotaje;2;8;2
2016;FDO - LGS;American Jet;No Regular Cabotaje;17;8;2
2016;FDO - LPG;American Jet;Av. Gral Cabotaje;0,5;8;1
2016;FDO - MDQ;American Jet;Av. Gral Cabotaje;0;0;0,5
2016;FDO - MDQ;American Jet;No Regular Cabotaje;0;0;1
2015;FDO - MDZ;American Jet;Av. Gral Cabotaje;0;10;0,5
2016;FDO - MDZ;American Jet;Av. Gral Cabotaje;0;10;0,5
2015;FDO - MDZ;American Jet;No Regular Cabotaje;9,5;86;4,5
2016;FDO - MDZ;American Jet;No Regular Cabotaje;7,5;94;6,5
2016;FDO - MVD;American Jet;No Regular Internacional;6;19;3
2015;FDO - NQN;American Jet;Av. Gral Cabotaje;1;42;1
2016;FDO - NQN;American Jet;Av. Gral Cabotaje;0;23;1,5
2015;FDO - NQN;American Jet;No Regular Cabotaje;33;115;3
2016;FDO - NQN;American Jet;No Regular Cabotaje;1,5;63;4
2016;FDO - OVR;American Jet;No Regular Cabotaje;6;0;1
2016;FDO - PDP;American Jet;Av. Gral Internacional;0;32;4
2016;FDO - PDP;American Jet;No Regular Internacional;10;16;4
2016;FDO - RAF;American Jet;Av. Gral Cabotaje;1;8;1
2016;FDO - RGL;American Jet;Av. Gral Cabotaje;2,5;42;2,5
2016;FDO - RGL;American Jet;No Regular Cabotaje;2,5;84;3,5
2016;FDO - ROS;American Jet;Av. Gral Cabotaje;3;8;3,5
2015;FDO - ROS;American Jet;No Regular Cabotaje;3;8;1
2016;FDO - ROS;American Jet;No Regular Cabotaje;10,5;16;4,5
2016;FDO - RSA;American Jet;Av. Gral Cabotaje;0;10;0,5
2016;FDO - RSA;American Jet;No Regular Cabotaje;13;10;1,5
2016;FDO - SCL;American Jet;No Regular Internacional;0;38;2
2016;FDO - SFN;American Jet;No Regular Cabotaje;4;0;3
2016;FDO - SLA;American Jet;No Regular Cabotaje;11;0;1
2016;FDO - TUC;American Jet;Av. Gral Cabotaje;1,5;4;0,5
2016;FDO - TUC;American Jet;No Regular Cabotaje;6;0;0,5
2016;FDO - UAQ;American Jet;Av. Gral Cabotaje;6;0;0,5
2016;FDO - UAQ;American Jet;No Regular Cabotaje;20;0;2,5
2016;FDO - USH;American Jet;No Regular Cabotaje;11,5;16;2
2016;FDO - VLG;American Jet;Av. Gral Cabotaje;0,5;8;1
2015;FDO - VMA;American Jet;Av. Gral Cabotaje;7;10;0,5
2015;FDO - VMA;American Jet;No Regular Cabotaje;6;19;1
2016;FMA - JUJ;American Jet;Av. Gral Cabotaje;39,5;42;1
2016;FMA - JUJ;American Jet;No Regular Cabotaje;40;42;1
2016;FMA - NQN;American Jet;No Regular Cabotaje;0;63;1,5
2016;FTE - NQN;American Jet;No Regular Cabotaje;1,5;7;1
2015;GNR - MDZ;American Jet;No Regular Cabotaje;4;31;1
2016;GNR - MDZ;American Jet;No Regular Cabotaje;13;13;1
2015;GNR - NQN;American Jet;Av. Gral Cabotaje;0;19;1
2015;GNR - NQN;American Jet;No Regular Cabotaje;6,5;26;2
2016;GNR - NQN;American Jet;No Regular Cabotaje;0,5;19;1
2015;HOS - LGS;American Jet;No Regular Cabotaje;8,5;32;2
2015;HOS - MDZ;American Jet;Av. Gral Cabotaje;16,5;19;1
2015;HOS - MDZ;American Jet;No Regular Cabotaje;834,5;1288;59
2016;HOS - MDZ;American Jet;No Regular Cabotaje;297;428;22,5
2015;HOS - NQN;American Jet;No Regular Cabotaje;788,5;1620;67
2016;HOS - NQN;American Jet;No Regular Cabotaje;10;60;3,5
2015;IRJ - IRJ;American Jet;Av. Gral Cabotaje;3;10;0,5
2015;IRJ - UAQ;American Jet;Av. Gral Cabotaje;2,5;10;0,5
2015;IRJ - UAQ;American Jet;No Regular Cabotaje;2,5;10;0,5
2016;JUJ - SCL;American Jet;No Regular Internacional;13;19;1
2015;JUJ - SLA;American Jet;Av. Gral Cabotaje;0;12;1,5
2015;LGS - LGS;American Jet;No Regular Cabotaje;17;7;1
2015;LGS - MDZ;American Jet;Av. Gral Cabotaje;7,5;13;1
2015;LGS - MDZ;American Jet;No Regular Cabotaje;1263;2344;127,5
2016;LGS - MDZ;American Jet;No Regular Cabotaje;1003,5;1401;70,5
2015;LGS - NQN;American Jet;Av. Gral Cabotaje;0;4;0,5
2015;LGS - NQN;American Jet;No Regular Cabotaje;165,5;676;37,5
2016;LGS - NQN;American Jet;No Regular Cabotaje;219,5;681;34,5
2015;LGS - RDS;American Jet;No Regular Cabotaje;15;7;1
2015;LHS - NQN;American Jet;No Regular Cabotaje;132,5;236;14
2016;LPG - MDQ;American Jet;Av. Gral Cabotaje;3;4;0,5
2016;LUQ - NQN;American Jet;No Regular Cabotaje;0;10;0,5
2016;MDQ - SFN;American Jet;No Regular Cabotaje;19;0;1
2016;MDQ - VLG;American Jet;No Regular Cabotaje;5,5;0;0,5
2015;MDZ - MDZ;American Jet;No Regular Cabotaje;12,5;76;4
2016;MDZ - MDZ;American Jet;No Regular Cabotaje;0;19;1
2015;MDZ - NQN;American Jet;Av. Gral Cabotaje;14;52;1,5
2015;MDZ - NQN;American Jet;No Regular Cabotaje;2064;5451;232,5
2016;MDZ - NQN;American Jet;No Regular Cabotaje;1822,5;4279;153
2015;MDZ - PMQ;American Jet;Av. Gral Cabotaje;12,5;29;1,5
2015;MDZ - PMQ;American Jet;No Regular Cabotaje;438,5;760;40
2016;MDZ - PMQ;American Jet;No Regular Cabotaje;294;601;31,5
2015;MDZ - RDS;American Jet;No Regular Cabotaje;26,5;14;2
2016;MDZ - RDS;American Jet;No Regular Cabotaje;28;11;1,5
2015;MDZ - REL;American Jet;Av. Gral Cabotaje;2,5;10;0,5
2015;MDZ - REL;American Jet;No Regular Cabotaje;0,5;19;1
2016;MDZ - RGL;American Jet;No Regular Cabotaje;0;38;2
2016;MDZ - RSA;American Jet;No Regular Cabotaje;7;19;1
2015;MDZ - SCL;American Jet;No Regular Internacional;1;38;2
2016;MDZ - SCL;American Jet;No Regular Internacional;0;38;2
2016;MDZ - UAQ;American Jet;No Regular Cabotaje;0;99;4
2016;MHC - NQN;American Jet;No Regular Internacional;2;19;1
2016;MOR - MOR;American Jet;Av. Gral Cabotaje;0;0;1
2015;NQN - NQN;American Jet;Av. Gral Cabotaje;9,5;222;10,5
2016;NQN - NQN;American Jet;Av. Gral Cabotaje;109;434;17,5
2015;NQN - NQN;American Jet;No Regular Cabotaje;3029;5947;262,5
2016;NQN - NQN;American Jet;No Regular Cabotaje;4174;9233;297,5
2015;NQN - PMQ;American Jet;No Regular Cabotaje;34,5;67;3,5
2016;NQN - PMQ;American Jet;No Regular Cabotaje;184,5;518;29
2016;NQN - PZS;American Jet;No Regular Internacional;106;641;35
2015;NQN - RDS;American Jet;No Regular Cabotaje;96;53;7,5
2016;NQN - RDS;American Jet;No Regular Cabotaje;17;7;1
2015;NQN - REL;American Jet;No Regular Cabotaje;13,5;45;3
2015;NQN - RGA;American Jet;No Regular Cabotaje;35;76;4
2016;NQN - RGA;American Jet;No Regular Cabotaje;0;29;1,5
2016;NQN - RGL;American Jet;No Regular Cabotaje;0;42;1
2016;NQN - ROS;American Jet;Av. Gral Cabotaje;0;10;0,5
2016;NQN - ROS;American Jet;No Regular Cabotaje;9;29;1,5
2015;NQN - SCL;American Jet;No Regular Internacional;11;122;4
2016;NQN - SCL;American Jet;No Regular Internacional;4;19;1
2016;NQN - SLA;American Jet;Av. Gral Cabotaje;0;10;0,5
2016;NQN - SLA;American Jet;No Regular Cabotaje;0,5;4;0,5
2016;NQN - TTG;American Jet;No Regular Cabotaje;0;11;1,5
2016;NQN - UAQ;American Jet;No Regular Cabotaje;25;59;2,5
2016;ORA - SLA;American Jet;Av. Gral Cabotaje;0;10;0,5
2015;PMQ - REL;American Jet;Av. Gral Cabotaje;2,5;10;0,5
2016;PMQ - REL;American Jet;Av. Gral Cabotaje;9;0;0,5
2015;RHD - ROS;American Jet;No Regular Cabotaje;7;29;1,5
2015;RHD - SLA;American Jet;No Regular Cabotaje;19,5;29;1,5
2015;RHD - TUC;American Jet;No Regular Cabotaje;0;10;0,5
2016;ROS - RSA;American Jet;No Regular Cabotaje;7,5;0;0,5
2016;SFN - UAQ;American Jet;No Regular Cabotaje;38;0;2
2016;SLA - TTG;American Jet;No Regular Cabotaje;0,5;4;0,5
2015;SLA - TUC;American Jet;No Regular Cabotaje;0;10;0,5
2016;SLA - TUC;American Jet;No Regular Cabotaje;11;0;1
2016;AEP - FDO;Ameriflight;Av. Gral Cabotaje;0;0;3
2016;AEP - OVR;Ameriflight;No Regular Cabotaje;1;;0,5
2016;AEP - PRA;Ameriflight;Av. Gral Cabotaje;2;0;1
2015;AFA - LGS;Ameriflight;Av. Gral Cabotaje;0;;0,5
2015;AFA - LGS;Ameriflight;No Regular Cabotaje;0;;0,5
2015;BHI - FDO;Ameriflight;Av. Gral Cabotaje;0;;0,5
2015;BHI - FDO;Ameriflight;No Regular Cabotaje;0;;0,5
2015;BHI - ROS;Ameriflight;Av. Gral Cabotaje;2;;0,5
2015;CNQ - FDO;Ameriflight;Av. Gral Cabotaje;2,5;;0,5
2015;CNQ - ROS;Ameriflight;Av. Gral Cabotaje;2,5;;0,5
2015;COR - CTC;Ameriflight;Av. Gral Cabotaje;2,5;;0,5
2015;COR - CTC;Ameriflight;No Regular Cabotaje;4;;1
2016;COR - EPA;Ameriflight;Av. Gral Cabotaje;0;;0,5
2015;COR - FDO;Ameriflight;Av. Gral Cabotaje;13,5;;3,5
2016;COR - FDO;Ameriflight;Av. Gral Cabotaje;1,5;;3,5
2015;COR - FDO;Ameriflight;No Regular Cabotaje;9;;2
2016;COR - FDO;Ameriflight;No Regular Cabotaje;0;;0,5
2016;COR - SFN;Ameriflight;Av. Gral Cabotaje;1;;0,5
2016;COR - SFN;Ameriflight;No Regular Cabotaje;1;;0,5
2016;EPA - FDO;Ameriflight;Av. Gral Cabotaje;0;;1
2015;EZE - FDO;Ameriflight;Av. Gral Cabotaje;0;;0,5
2015;EZE - FDO;Ameriflight;No Regular Cabotaje;2;;2
2015;EZE - PRA;Ameriflight;Av. Gral Cabotaje;2;;0,5
2015;EZE - PRA;Ameriflight;No Regular Cabotaje;2;;0,5
2015;EZE - ROS;Ameriflight;No Regular Cabotaje;0;;0,5
2015;FDO - FDO;Ameriflight;Av. Gral Cabotaje;1;;3,5
2016;FDO - FDO;Ameriflight;Av. Gral Cabotaje;2,5;0;9
2015;FDO - GPO;Ameriflight;Av. Gral Cabotaje;1,5;;0,5
2016;FDO - GPO;Ameriflight;Av. Gral Cabotaje;6;;1
2015;FDO - GPO;Ameriflight;No Regular Cabotaje;0;;0,5
2016;FDO - GPO;Ameriflight;No Regular Cabotaje;6;;1
2015;FDO - IRJ;Ameriflight;Av. Gral Cabotaje;4,5;;5,5
2016;FDO - IRJ;Ameriflight;Av. Gral Cabotaje;1;0;2
2015;FDO - IRJ;Ameriflight;No Regular Cabotaje;0;;0,5
2015;FDO - LGS;Ameriflight;Av. Gral Cabotaje;0;;0,5
2016;FDO - LGS;Ameriflight;Av. Gral Cabotaje;1,5;0;2,5
2015;FDO - LGS;Ameriflight;No Regular Cabotaje;0;;0,5
2015;FDO - MDX;Ameriflight;Av. Gral Cabotaje;25;;11
2016;FDO - MDX;Ameriflight;Av. Gral Cabotaje;10;;3
2015;FDO - MDX;Ameriflight;No Regular Cabotaje;4;;2,5
2015;FDO - MDZ;Ameriflight;Av. Gral Cabotaje;0;;0,5
2015;FDO - MDZ;Ameriflight;No Regular Cabotaje;2;;0,5
2015;FDO - NQN;Ameriflight;Av. Gral Cabotaje;2;;0,5
2016;FDO - NQN;Ameriflight;Av. Gral Cabotaje;5;;2
2015;FDO - NQN;Ameriflight;No Regular Cabotaje;1,5;;0,5
2015;FDO - OVR;Ameriflight;Av. Gral Cabotaje;6;;2
2016;FDO - OVR;Ameriflight;Av. Gral Cabotaje;10;;5,5
2015;FDO - OYA;Ameriflight;Av. Gral Cabotaje;3;;0,5
2015;FDO - OYA;Ameriflight;No Regular Cabotaje;2,5;;0,5
2015;FDO - PDP;Ameriflight;Av. Gral Internacional;14;;3
2016;FDO - PDP;Ameriflight;Av. Gral Internacional;20;0;10
2015;FDO - PDU;Ameriflight;Av. Gral Internacional;4;;1
2015;FDO - PDU;Ameriflight;No Regular Internacional;12;;5
2016;FDO - PEH;Ameriflight;Av. Gral Cabotaje;1;;0,5
2015;FDO - PRA;Ameriflight;Av. Gral Cabotaje;1;;3
2016;FDO - PRA;Ameriflight;Av. Gral Cabotaje;2;0;1
2015;FDO - PRA;Ameriflight;No Regular Cabotaje;0;;0,5
2015;FDO - RAF;Ameriflight;Av. Gral Cabotaje;4;;1
2015;FDO - RCU;Ameriflight;Av. Gral Cabotaje;2,5;;2
2016;FDO - RCU;Ameriflight;Av. Gral Cabotaje;12;0;8
2015;FDO - RCU;Ameriflight;No Regular Cabotaje;0,5;;1
2015;FDO - RDS;Ameriflight;Av. Gral Cabotaje;1,5;;0,5
2015;FDO - RES;Ameriflight;Av. Gral Cabotaje;1;;0,5
2016;FDO - RES;Ameriflight;Av. Gral Cabotaje;1,5;;0,5
2015;FDO - RES;Ameriflight;No Regular Cabotaje;8;;3,5
2016;FDO - RES;Ameriflight;No Regular Cabotaje;1;;0,5
2015;FDO - ROS;Ameriflight;Av. Gral Cabotaje;9;;4,5
2016;FDO - ROS;Ameriflight;Av. Gral Cabotaje;10;0;6
2015;FDO - ROS;Ameriflight;No Regular Cabotaje;5;;3,5
2016;FDO - ROS;Ameriflight;No Regular Cabotaje;5,5;0;2
2015;FDO - SCL;Ameriflight;Av. Gral Internacional;3;;1
2016;FDO - SDE;Ameriflight;Av. Gral Cabotaje;6;;1,5
2016;FDO - SFN;Ameriflight;Av. Gral Cabotaje;5;;2,5
2016;FDO - SFN;Ameriflight;No Regular Cabotaje;1;;0,5
2016;FDO - TDL;Ameriflight;Av. Gral Cabotaje;0;;0,5
2015;FDO - TUC;Ameriflight;Av. Gral Cabotaje;4;;2
2016;FDO - TUC;Ameriflight;Av. Gral Cabotaje;3;;1
2015;FDO - TUC;Ameriflight;No Regular Cabotaje;2;;1
2015;FDO - UAQ;Ameriflight;Av. Gral Cabotaje;3,5;;3,5
2016;FDO - UAQ;Ameriflight;Av. Gral Cabotaje;9,5;0;3
2015;FDO - UAQ;Ameriflight;No Regular Cabotaje;14,5;;4,5
2016;FDO - UAQ;Ameriflight;No Regular Cabotaje;8,5;0;3
2016;FDO - USH;Ameriflight;Av. Gral Cabotaje;0,5;;0,5
2015;MDX - RCQ;Ameriflight;Av. Gral Cabotaje;0;;1
2015;MDX - RES;Ameriflight;No Regular Cabotaje;0;;1
2015;MDX - ROS;Ameriflight;Av. Gral Cabotaje;4;;1
2016;MDX - ROS;Ameriflight;Av. Gral Cabotaje;2;;1
2015;MDX - ROS;Ameriflight;No Regular Cabotaje;0;;1
2016;MOR - TDL;Ameriflight;Av. Gral Cabotaje;0;;0,5
2015;NQN - RDS;Ameriflight;Av. Gral Cabotaje;1,5;;0,5
2015;OYA - RAF;Ameriflight;No Regular Cabotaje;2,5;;0,5
2015;OYA - RCQ;Ameriflight;Av. Gral Cabotaje;0;;1
2015;OYA - RCQ;Ameriflight;No Regular Cabotaje;0;;1
2015;RCQ - RCQ;Ameriflight;Av. Gral Cabotaje;0;;1
2016;RCU - UAQ;Ameriflight;Av. Gral Cabotaje;0;;0,5
2016;RCU - UAQ;Ameriflight;No Regular Cabotaje;0;;0,5
2015;SCL - UAQ;Ameriflight;Av. Gral Internacional;2;;1
2015;SCL - UAQ;Ameriflight;No Regular Internacional;4;;2
2015;TUC - UAQ;Ameriflight;Av. Gral Cabotaje;0;;0,5
2015;TUC - UAQ;Ameriflight;No Regular Cabotaje;1;;1
2015;AEP - AEP;Andes L¡neas A‚reas;No Regular Cabotaje;4;330;2
2016;AEP - AEP;Andes L¡neas A‚reas;No Regular Cabotaje;0;495;3
2015;AEP - ASU;Andes L¡neas A‚reas;No Regular Internacional;490;990;7
2015;AEP - ASU;Andes L¡neas A‚reas;Regular Internacional;837;990;6
2016;AEP - ASU;Andes L¡neas A‚reas;Regular Internacional;168;330;2
2015;AEP - BHI;Andes L¡neas A‚reas;No Regular Cabotaje;284;743;4,5
2016;AEP - BHI;Andes L¡neas A‚reas;No Regular Cabotaje;178;990;6
2015;AEP - BHI;Andes L¡neas A‚reas;Regular Cabotaje;211;248;1,5
2016;AEP - BHI;Andes L¡neas A‚reas;Regular Cabotaje;44;330;2
2015;AEP - BRC;Andes L¡neas A‚reas;No Regular Cabotaje;5216,5;6930;42
2016;AEP - BRC;Andes L¡neas A‚reas;No Regular Cabotaje;14339;16995;103
2015;AEP - BRC;Andes L¡neas A‚reas;Regular Cabotaje;35847,5;38201;233,5
2016;AEP - BRC;Andes L¡neas A‚reas;Regular Cabotaje;39433;43065;261
2016;AEP - CNF;Andes L¡neas A‚reas;Regular Internacional;249;330;2
2015;AEP - COR;Andes L¡neas A‚reas;Av. Gral Cabotaje;0;83;0,5
2015;AEP - COR;Andes L¡neas A‚reas;No Regular Cabotaje;543;990;6
2016;AEP - COR;Andes L¡neas A‚reas;No Regular Cabotaje;1329;2558;15,5
2015;AEP - COR;Andes L¡neas A‚reas;Regular Cabotaje;1331;1733;10,5
2016;AEP - COR;Andes L¡neas A‚reas;Regular Cabotaje;7073,5;9323;56,5
2016;AEP - CPC;Andes L¡neas A‚reas;No Regular Cabotaje;78,5;83;0,5
2015;AEP - CPC;Andes L¡neas A‚reas;Regular Cabotaje;643;1155;7
2016;AEP - CPC;Andes L¡neas A‚reas;Regular Cabotaje;411,5;825;5
2015;AEP - CPO;Andes L¡neas A‚reas;Regular Internacional;0;165;1
2015;AEP - CRD;Andes L¡neas A‚reas;Regular Cabotaje;715;990;6
2015;AEP - EQS;Andes L¡neas A‚reas;Regular Cabotaje;64,5;165;1
2015;AEP - EZE;Andes L¡neas A‚reas;Av. Gral Cabotaje;0;330;2
